estagio,gene,HR,ic_inf,ic_sup,p,n,eventos,fdr
I,flt3,0.8204314748585447,0.706766342872402,0.9523767108135883,0.00928837631188186,479,216,0.260343624168354
I,mmp25,0.8323513879191645,0.7210680356947826,0.9608092422283091,0.012212867344054095,479,216,0.2986046065621226
I,smad7,1.2044109931224862,1.0418092086480109,1.3923910715252665,0.011954564975748093,479,216,0.2986046065621226
I,gata3,0.8441237797630353,0.7381119645286043,0.9653616115225836,0.01333085354084378,479,216,0.31041844673679087
I,cdkn1a,1.1957472169409915,1.03283965781319,1.3843498320440528,0.0167398375349791,479,216,0.3274312221841912
I,diras3,0.8309653200056577,0.7142909286511109,0.9666976512722526,0.01645242634402637,479,216,0.3274312221841912
I,mmp13,1.151194507872007,1.0265046206686075,1.2910305207310995,0.016075297941010435,479,216,0.3274312221841912
I,wwox,1.1602945585185005,1.0284486551476004,1.3090429510401052,0.01570214447098974,479,216,0.3274312221841912
I,map3k1,0.8475756883916302,0.7392940503384892,0.9717169335038341,0.0177222698149616,479,216,0.3333149976737009
I,atr,1.1461576494737313,1.0215021832679743,1.2860250119529377,0.020227485818970544,479,216,0.34332444693135933
I,itgav,1.1772072828218896,1.0247798293353592,1.3523070488494047,0.02111395222075812,479,216,0.34332444693135933
I,map2k5,0.8468309190994225,0.7344132274149044,0.9764565489472544,0.02214803702046822,479,216,0.34332444693135933
I,vegfa,1.1925299328597307,1.027236701494307,1.384420590403054,0.02072474566605529,479,216,0.34332444693135933
I,lama2,0.860668472344595,0.756114556476021,0.9796798817633536,0.023169134455490507,479,216,0.34332444693135933
I,lipi,1.1189623148517789,1.0166001107123632,1.2316314437356126,0.021658050988021805,479,216,0.34332444693135933
I,prkcz,0.8500957829257448,0.7392790370290382,0.9775237818893403,0.02266949771506011,479,216,0.34332444693135933
