desfecho,gene,HR,IC95_inf,IC95_sup,z,valor_p,concordancia,fdr
Sobrevida específica (DSS),bche,1.0171235745798,0.944634269694782,1.09517556069637,0.450084579094451,0.652649455648461,0.486881330929963,0.80389315821687
Sobrevida específica (DSS),numbl,1.01847199482739,0.939550937066748,1.10402231888147,0.444775451581679,0.656482036432611,0.49724555514511,0.804835869508889
Sobrevida específica (DSS),ahnak2,1.0181969940124,0.940363454850157,1.1024727867387,0.444464805938164,0.656706568372284,0.505712121904724,0.804835869508889
Sobrevida específica (DSS),rad51d,1.01793311603092,0.939917941304033,1.10242371506902,0.436896999699422,0.662186047923932,0.490374577320275,0.809522443587006
Sobrevida específica (DSS),tubb1,1.01745418310909,0.939978841036616,1.10131523129238,0.428204515572329,0.668502229016324,0.506011101790297,0.815205960072275
Sobrevida específica (DSS),map3k3,1.01718752692755,0.940323708583368,1.10033433751847,0.425093706915308,0.670768365283151,0.503315958730892,0.815934653292191
Sobrevida específica (DSS),smarcc2,0.983638053493009,0.910823669580849,1.06227347025881,-0.420421714146945,0.674177408114151,0.528524781355516,0.818046532426352
Sobrevida específica (DSS),tg,0.983775150971565,0.910091644876246,1.06342427503631,-0.411818512090447,0.680472451686699,0.50715945635079,0.822608984393833
Sobrevida específica (DSS),smarcc1,1.01702189098332,0.938311771426598,1.10233459521316,0.410687192209877,0.681301919589984,0.502543799935509,0.822608984393833
Sobrevida específica (DSS),msh2,1.01641623085624,0.939061701759832,1.10014278338892,0.403172999788951,0.686820961001832,0.516476015512361,0.825573426523418
Sobrevida específica (DSS),nr1i2,1.01623592170862,0.939263046789489,1.09951674570928,0.400763826692367,0.68859401364308,0.510339515133695,0.825573426523418
Sobrevida específica (DSS),folr2,0.983722108003758,0.907693220310646,1.0661192175085,-0.399898120414876,0.689231556726434,0.499647895589305,0.825573426523418
Sobrevida específica (DSS),inhbc,1.01622707119938,0.938811927766785,1.10002592606068,0.398162658757126,0.690510289259873,0.499992587275564,0.825573426523418
Sobrevida específica (DSS),adam10,0.984841989938172,0.913041886966679,1.06228833418326,-0.3954668042914,0.692498415558434,0.50140656446167,0.825931037092864
Sobrevida específica (DSS),ptprm,0.98437979935421,0.909851857147806,1.06501248721331,-0.391930070132446,0.695109884104905,0.511013455330305,0.826949400257233
Sobrevida específica (DSS),myo3a,1.01584178895445,0.938186879600891,1.09992429293529,0.387380749772486,0.698474352927607,0.507886521072522,0.826949400257233
Sobrevida específica (DSS),eif5a2,1.01532109064049,0.93988614238653,1.09681042267719,0.386017026879949,0.699484058672944,0.507952617865407,0.826949400257233
Sobrevida específica (DSS),cdh1,1.0159671473215,0.937284382306712,1.10125514083176,0.385162978650311,0.70011667015643,0.516427832803529,0.826949400257233
Sobrevida específica (DSS),rab25,1.01619827440304,0.935708612040693,1.10361165817165,0.381650286856899,0.70272077899996,0.512015408583194,0.828025207062603
Sobrevida específica (DSS),cyp3a43,0.98469382304661,0.909153653505169,1.0665105083259,-0.378762068849017,0.704864556986645,0.497197372436278,0.828554731650167
Sobrevida específica (DSS),slc29a1,1.01493978085137,0.938530077441966,1.09757032141395,0.371342599097741,0.710382373055111,0.503663739052333,0.833038322359591
Sobrevida específica (DSS),hist1h2bc,1.01436379321588,0.938464262980983,1.09640179767629,0.359412173021007,0.719286769537579,0.510637877292231,0.840285597176463
Sobrevida específica (DSS),aff2,0.985100727752619,0.906545038638992,1.07046357594726,-0.354038981555736,0.723309669694291,0.50351363138251,0.840285597176463
Sobrevida específica (DSS),cyp19a1,1.0143968205432,0.936823695809332,1.09839334138447,0.352162535354192,0.724716371916812,0.502069385571626,0.840285597176463
Sobrevida específica (DSS),prkd1,0.985939430466663,0.911154880849253,1.06686204615717,-0.351839169806039,0.72495888114275,0.502134246910438,0.840285597176463
Sobrevida específica (DSS),tgfb2,1.01404247672245,0.93819821774276,1.0960180110674,0.351578433086092,0.725154441735107,0.517478586492286,0.840285597176463
Sobrevida específica (DSS),gldc,0.986330213144772,0.91187800036607,1.0668612346955,-0.343723025819511,0.731054593010932,0.475861698329296,0.843673462628592
Sobrevida específica (DSS),akt2,1.0138378971401,0.93708819070019,1.09687358338112,0.342168805055289,0.732223859841514,0.504054142539278,0.843673462628592
Sobrevida específica (DSS),hdac1,1.01420429081279,0.935185182499346,1.09990017244931,0.340800157428932,0.733254031936916,0.50494861128785,0.843673462628592
Sobrevida específica (DSS),usp9x,0.986524302242045,0.910815115146477,1.06852662272479,-0.333025830138657,0.739114785351436,0.499096265345884,0.848420493044254
Sobrevida específica (DSS),fanca,0.986927296674341,0.910510615975038,1.06975742163958,-0.320023759563861,0.748950319421849,0.508064426458979,0.857697204209096
Sobrevida específica (DSS),taf1,0.987542397671474,0.9134119388534,1.0676891178179,-0.314866563371241,0.75286296981337,0.511702838702823,0.859383331338695
Sobrevida específica (DSS),izumo1r,0.987651019594508,0.913757642772773,1.06751997558793,-0.313181297597889,0.754142926586779,0.494272434919368,0.859383331338695
Sobrevida específica (DSS),hsd17b12,0.987586843385918,0.91285825946622,1.06843287346632,-0.311138999824526,0.755694953937912,0.48785363328511,0.859383331338695
Sobrevida específica (DSS),arid5b,0.988085683071743,0.914591343995289,1.06748584873594,-0.303936174840656,0.76117651712961,0.512579393367341,0.863608623843108
Sobrevida específica (DSS),pik3ca,1.0119842788681,0.935699891844827,1.09448786902929,0.297921058864429,0.765763414725448,0.512409518432357,0.866801643057278
Sobrevida específica (DSS),rad51c,1.01178604041909,0.935837134711183,1.09389866421883,0.294308174259151,0.768522426963755,0.503110873354838,0.867915627679621
Sobrevida específica (DSS),mmp16,1.01122564344735,0.933252322623194,1.09571364268479,0.272663558514124,0.785111849667493,0.502969413863524,0.883091413070467
Sobrevida específica (DSS),nrg3,1.01219426105437,0.927183659384181,1.10499922182827,0.270800811565784,0.78654423565341,0.494386096694048,0.883091413070467
Sobrevida específica (DSS),myc,1.0111079836441,0.933114733734655,1.09562020363464,0.269716937812248,0.787378028831745,0.509683489021137,0.883091413070467
Sobrevida específica (DSS),mmp2,0.990683374646176,0.915605961268845,1.07191694933947,-0.232789037457653,0.81592522593968,0.507078534109034,0.913014726509162
Sobrevida específica (DSS),atm,0.990812456069449,0.915754857380643,1.07202196656688,-0.229643003589758,0.81836918771969,0.503489540028094,0.913658750673352
